SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,31841 Via Faisan,Trabuco Canyon,CA,92679,2298000,5,4.5,Village (TV),4983,7140,1989,2,461,245,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Trabuco-Canyon/31841-Via-Faisan-92679/home/5056068,CRMLS,OC26040743,N,Y,33.6185085,-117.5762158
MLS Listing,,Mobile/Manufactured Home,6301 Warner #53,Huntington Beach,CA,92647,275000,3,2.0,Sea Aira Estates,1320,,2005,2,208,,Active,,,https://www.redfin.com/CA/Huntington-Beach/6301-Warner-Ave-92647/unit-53/home/12250479,CRMLS,RS26041795,N,Y,33.7160539,-118.0175795
MLS Listing,,Single Family Residential,16050 Shasta St,Fountain Valley,CA,92708,1400000,4,2.0,699 - Not Defined,2031,7192,1965,2,689,,Pre On-Market,,,https://www.redfin.com/CA/Fountain-Valley/16050-Shasta-St-92708/home/3738444,CRMLS,OC26038605,N,Y,33.7303749,-117.9261979
MLS Listing,,Condo/Co-op,42 Concepcion St,Rancho Mission Viejo,CA,92694,769500,2,2.5,Modena (ESMOD),1453,1000,2019,2,530,357,Active,,,https://www.redfin.com/CA/Rancho-Mission-Viejo/42-Concepcion-St-92694/home/169484170,CRMLS,LG26042904,N,Y,33.547281,-117.599004
MLS Listing,,Single Family Residential,900 S Ridgecrest,Anaheim,CA,92807,969999,3,2.5,Lake Summit (LKSM),1652,4500,1976,2,587,273,Active,,,https://www.redfin.com/CA/Anaheim/900-S-Ridgecrest-Cir-92807/home/4336118,CRMLS,PW26041850,N,Y,33.8423899,-117.7467855
MLS Listing,,Condo/Co-op,142 Firefly,Irvine,CA,92618,1298828,3,3.5,Other (OTHR),1513,,2014,2,858,340,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Irvine/142-Firefly-92618/home/112721888,CRMLS,PW26040010,N,Y,33.6996654,-117.7142969
MLS Listing,,Condo/Co-op,18721 Applewood Cir,Huntington Beach,CA,92646,735000,2,1.0,Seabreeze (SEBR),1015,,1973,2,724,610,Active,March-1-2026 01:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/18721-Applewood-Dr-92646/home/200563692,CRMLS,OC26033660,N,Y,33.6913796,-117.983968
MLS Listing,,Single Family Residential,27881 Abadejo,Mission Viejo,CA,92692,1499000,5,3.0,New Castille (Central) (CA2),2143,10086,1976,2,699,91,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/27881-Abadejo-92692/home/5072349,CRMLS,OC26040846,N,Y,33.6087246,-117.6440435
MLS Listing,,Single Family Residential,520 S Morningstar,Anaheim,CA,92808,1599990,4,2.5,Larkspur (LARK),2424,7750,1990,2,660,97,Pre On-Market,March-6-2026 03:00 PM,March-6-2026 06:00 PM,https://www.redfin.com/CA/Anaheim/520-S-Morningstar-Dr-92808/home/4292368,CRMLS,OC26041593,N,Y,33.8638143,-117.7317265
MLS Listing,,Single Family Residential,36 Bloomdale,Irvine,CA,92614,1995000,3,2.5,Parklane (WB) (PR),1971,4750,1985,2,1012,147,Active,March-4-2026 02:00 PM,March-4-2026 05:00 PM,https://www.redfin.com/CA/Irvine/36-Bloomdale-92614/home/4696200,CRMLS,OC26042662,N,Y,33.6721687,-117.7975118
MLS Listing,,Single Family Residential,1736 Bayport Way,Newport Beach,CA,92660,4695000,4,3.5,Bonnie Bay Highland Homes (UBHH),2816,8211,2015,2,1667,,Pre On-Market,,,https://www.redfin.com/CA/Newport-Beach/1736-Bayport-Way-92660/home/4601613,CRMLS,OC26043026,N,Y,33.6402935,-117.8999712
MLS Listing,,Single Family Residential,102 Trafalgar,San Clemente,CA,92672,2699900,5,4.0,Other (OTHR),3025,12798,2025,2,893,,Active,,,https://www.redfin.com/CA/San-Clemente/102-Trafalgar-Ln-92672/home/5006710,CRMLS,OC26043015,N,Y,33.4237501,-117.6103634
MLS Listing,,Condo/Co-op,30724 CALLE RESPLENDOR,San Juan Capistrano,CA,92675,815000,2,2.5,Casitas Capistrano (CT),1187,1499,1965,2,687,430,Pre On-Market,,,https://www.redfin.com/CA/San-Juan-Capistrano/30724-Calle-Resplendor-92675/home/4899958,CRMLS,OC26043024,N,Y,33.517262,-117.665247
MLS Listing,,Single Family Residential,2217 Laurel Pl,Newport Beach,CA,92663,6250000,4,4.5,Newport Heights (NEWH),3761,7342,2013,2,1662,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Newport-Beach/2217-Laurel-Pl-92663/home/4589869,CRMLS,NP26041468,N,Y,33.6251958,-117.9129966
MLS Listing,,Single Family Residential,3112 E Piru Ln,Brea,CA,92821,1250000,4,2.5,Blackstone (BKSTN),2198,3420,2013,2,569,328,Active,February-28-2026 10:00 AM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Brea/3112-E-Piru-Ln-92821/home/45381482,CRMLS,PW26033259,N,Y,33.9259399,-117.8550674
MLS Listing,,Single Family Residential,16455 Ladona Cir,Huntington Beach,CA,92649,3570000,4,3.5,Humboldt Island (HHUM),2800,5000,1969,2,1275,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/16455-Ladona-Cir-92649/home/3867708,CRMLS,OC26038891,N,Y,33.7228473,-118.0620407
MLS Listing,,Condo/Co-op,23272 Copante,Mission Viejo,CA,92692,798880,3,2.0,"Finisterra Green """"Alta"""" (FGA)",1364,3200,1980,2,586,596,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/23272-Copante-92692/home/180760782,CRMLS,OC26041443,N,Y,33.6248428,-117.6503209
MLS Listing,,Single Family Residential,25592 Goldenspring,Dana Point,CA,92629,2100000,4,2.5,Marlborough Seaside (MS),2370,6450,1984,2,886,,Active,March-1-2026 12:00 AM,March-1-2026 11:59 PM,https://www.redfin.com/CA/Dana-Point/25592-Goldenspring-Dr-92629/home/4953016,CRMLS,OC26029081,N,Y,33.4764269,-117.6836452
MLS Listing,,Condo/Co-op,25652 Rimgate Unit 6H,Lake Forest,CA,92630,459000,1,1.0,Trabuco Highlands (TH),625,267646,1981,2,734,305,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Lake-Forest/25652-Rimgate-Dr-92630/unit-6H/home/5704660,CRMLS,PW26034608,N,Y,33.6450238,-117.6812358
MLS Listing,,Townhouse,20 Thunder Trl,Irvine,CA,92614,1499000,4,2.5,Woodbridge Reserve (WBRS),2281,235841,1980,2,657,697,Active,,,https://www.redfin.com/CA/Irvine/20-Thunder-Trl-92614/home/184033153,CRMLS,CV26039379,N,Y,33.6776235,-117.8093718
MLS Listing,,Condo/Co-op,"13730 Annandale Dr., M1-31F",Seal Beach,CA,90740,549000,2,1.5,Leisure World (LW),1000,1150,1962,2,549,518,Active,,,https://www.redfin.com/CA/Seal-Beach/13730-Annandale-Dr-90740/home/3424374,CRMLS,PW26036864,N,Y,33.7644405,-118.080182
MLS Listing,,Single Family Residential,766 Pelican,Laguna Beach,CA,92651,4650000,4,3.5,Portafina (PF),3869,17424,1988,2,1202,,Active,,,https://www.redfin.com/CA/Laguna-Beach/766-Pelican-Dr-92651/home/4933131,CRMLS,OC26042930,N,Y,33.5258352,-117.7565805
MLS Listing,,Condo/Co-op,129 Pathway,Irvine,CA,92618,1650000,4,3.0,Los Arboles (LOSA),2398,,2011,2,688,324,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Irvine/129-Pathway-92618/home/45377576,CRMLS,OC26036747,N,Y,33.6937937,-117.714365
MLS Listing,,Condo/Co-op,13751 St Andrews Dr Unit 33j,Seal Beach,CA,90740,239000,1,1.0,Leisure World (LW),600,,1960,2,398,518,Active,,,https://www.redfin.com/CA/Seal-Beach/13751-Saint-Andrews-Dr-90740/unit-33j/home/200683188,CRMLS,PW26042765,N,Y,33.7631528,-118.08097
MLS Listing,,Single Family Residential,6 Whitecloud,Irvine,CA,92614,1688888,3,2.0,WB - Woodbridge,1440,4700,1979,2,1173,147,Pre On-Market,,,https://www.redfin.com/CA/Irvine/6-Whitecloud-92614/home/4693241,CRMLS,OC26042925,N,Y,33.673681,-117.807444
MLS Listing,,Condo/Co-op,6125 Cape Cod #37,Yorba Linda,CA,92887,669999,3,2.5,Village I (VIL1),1270,126216,1985,2,528,562,Active,,,https://www.redfin.com/CA/Yorba-Linda/6125-Cape-Cod-Ln-92887/unit-37/home/5531313,CRMLS,PW26042668,N,Y,33.8727843,-117.7267754
MLS Listing,,Single Family Residential,2 Ventada St,Ladera Ranch,CA,92694,2145000,4,4.5,Ventana (ESVENT),2746,5123,2017,2,781,299,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Ladera-Ranch/2-Ventada-St-92694/home/112725616,CRMLS,OC26034075,N,Y,33.5324672,-117.6050561
MLS Listing,,Single Family Residential,25491 Gallup Cir,Laguna Hills,CA,92653,3495000,6,5.5,Nellie Gail (NG),5252,12000,1981,2,665,191,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Laguna-Hills/25491-Gallup-Cir-92653/home/4863502,CRMLS,OC26041448,N,Y,33.5884482,-117.6849809
MLS Listing,,Single Family Residential,24346 Parkside E,Laguna Niguel,CA,92677,1175000,2,2.5,Park Niguel (PN),1785,2370,1974,2,658,499,Active,February-28-2026 01:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Laguna-Niguel/24346-Parkside-Dr-E-92677/home/4922187,CRMLS,OC26041012,N,Y,33.5323529,-117.7048448
MLS Listing,,Condo/Co-op,400 N Acacia Ave Unit A17,Fullerton,CA,92831,379000,1,1.0,83 - Fullerton,677,,1965,2,560,450,Pre On-Market,,,https://www.redfin.com/CA/Fullerton/400-N-Acacia-Ave-92831/unit-A17/home/5943594,CRMLS,OC26042373,N,Y,33.8733565,-117.8981328
MLS Listing,,Condo/Co-op,409 Utica D34 Unit D34,Huntington Beach,CA,92648,615000,2,2.0,Brisas Del Mar (BRDM),867,75973,1993,2,709,724,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Huntington-Beach/409-Utica-Ave-92648/unit-D34/home/5265773,CRMLS,OC26040639,N,Y,33.676096,-117.9934868
MLS Listing,,Single Family Residential,2331 Coffman Dr,Tustin,CA,92782,1999900,4,2.5,San Miguel (SNMG),2407,7500,1996,2,831,394,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Tustin/2331-Coffman-Dr-92782/home/4759907,CRMLS,OC26042883,N,Y,33.7447503,-117.7853631
MLS Listing,,Single Family Residential,1115 N Richman Ave,Fullerton,CA,92835,1350000,4,3.0,Other (OTHR),2346,9225,1951,2,575,,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Fullerton/1115-N-Richman-Ave-92835/home/3155133,CRMLS,PW26040859,N,Y,33.8844508,-117.9334231
MLS Listing,,Multi-Family (5+ Unit),207 Baltimore Ave,Huntington Beach,CA,92648,4400000,8,10.0,15 - West Huntington Beach,5237,6534,1963,2,840,,Active,,,https://www.redfin.com/CA/Huntington-Beach/207-Baltimore-Ave-92648/home/3145421,CRMLS,OC26040963,N,Y,33.6587149,-117.9961245
MLS Listing,,Single Family Residential,4764 Fir,Seal Beach,CA,90740,1450000,3,2.0,College Park (COLP),1869,5247,1966,2,776,,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Seal-Beach/4764-Fir-Ave-90740/home/3926896,CRMLS,PW26042877,N,Y,33.7788269,-118.0463094
MLS Listing,,Single Family Residential,3051 Madeira,Costa Mesa,CA,92626,1925000,4,4.5,Other (OTHR),2851,6800,2027,2,675,,Active,,,https://www.redfin.com/CA/Costa-Mesa/3051-Madeira-Ave-92626/home/3694636,CRMLS,OC26042606,N,Y,33.6822037,-117.9312891
MLS Listing,,Single Family Residential,11782 Ardis Dr,Garden Grove,CA,92841,1159000,3,2.5,"62 - Garden Grove N of Chapman, W of Euclid",1610,7800,1955,2,720,,Active,February-28-2026 01:00 PM,February-28-2026 05:00 PM,https://www.redfin.com/CA/Garden-Grove/11782-Ardis-Dr-92841/home/3649710,CRMLS,PW26004395,N,Y,33.7914503,-117.9720696
MLS Listing,,Single Family Residential,10362 Monitor Dr,Huntington Beach,CA,92646,1474888,3,2.0,Glen Mar (Shores) (GLEN),1936,6200,1965,2,762,,Active,March-1-2026 12:00 PM,March-1-2026 04:00 PM,https://www.redfin.com/CA/Huntington-Beach/10362-Monitor-Dr-92646/home/3808975,CRMLS,OC25270369,N,Y,33.678964,-117.9471171
MLS Listing,,Single Family Residential,3125 La Sombra Way,Fullerton,CA,92835,1390000,4,2.5,Sunny Hills View Estates (SHVE),2335,11050,1965,2,595,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Fullerton/3125-La-Sombra-Way-92835/home/4106648,CRMLS,PW26040300,N,Y,33.9077575,-117.9426389
MLS Listing,,Single Family Residential,22995 Via San Juan,Mission Viejo,CA,92691,1335000,3,2.0,Barcelona (North) (BA),1786,6890,1974,2,747,,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Mission-Viejo/22995-Via-San-Juan-92691/home/5070271,CRMLS,OC26042320,N,Y,33.6288047,-117.6632943
MLS Listing,,Townhouse,10158 Decima,Westminster,CA,92683,799999,3,2.0,"68 - N of Heil, S of Blsa, E of Brookhrst, W of Ha",1395,2249,1974,2,573,395,Pre On-Market,March-7-2026 12:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Westminster/10158-Decima-Dr-92683/home/3520048,CRMLS,OC26042704,N,Y,33.7407714,-117.9520061
MLS Listing,,Single Family Residential,16 Woodsong,Rancho Santa Margarita,CA,92688,1375000,4,2.5,California Somerset (CASM),2201,4590,1996,2,625,174,Pre On-Market,March-7-2026 12:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Rancho-Santa-Margarita/16-Woodsong-92688/home/5025984,CRMLS,OC26042751,N,Y,33.5972587,-117.6217339
MLS Listing,,Condo/Co-op,7129 Cerritos Ave #7,Stanton,CA,90680,525000,1,1.0,Park Villas (PKVL),843,76591,1984,2,623,415,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Stanton/7129-Cerritos-Ave-90680/unit-7/home/5669942,CRMLS,PW26039149,N,Y,33.8105195,-118.0089881
MLS Listing,,Single Family Residential,12 Foxglove,Irvine,CA,92612,1780000,4,2.5,Village II (V2),1892,3486,1968,2,941,276,Active,,,https://www.redfin.com/CA/Irvine/12-Foxglove-Way-92612/home/4700953,CRMLS,OC26042725,N,Y,33.6601401,-117.8264779
MLS Listing,,Condo/Co-op,5842 Portsmouth #282,Yorba Linda,CA,92887,499800,2,2.0,Village I (VIL1),963,124709,1986,2,519,561,Active,,,https://www.redfin.com/CA/Yorba-Linda/5842-Portsmouth-Rd-92887/unit-282/home/5532010,CRMLS,PW26042749,N,Y,33.872438,-117.722703
MLS Listing,,Single Family Residential,17413 Siena,Fountain Valley,CA,92708,2395000,4,4.0,699 - Not Defined,3408,5951,2024,2,703,50,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Fountain-Valley/17413-Siena-Ln-92708/home/188033038,CRMLS,PW26042797,N,Y,33.710229,-117.957661
MLS Listing,,Single Family Residential,315 S Benwood,Anaheim,CA,92804,998000,3,1.5,79 - Anaheim West of Harbor,1544,7312,1955,2,646,,Active,,,https://www.redfin.com/CA/Anaheim/315-S-Benwood-Dr-92804/home/3577482,CRMLS,PW26041066,N,Y,33.8273679,-117.9860632
MLS Listing,,Single Family Residential,320 Heliotrope Ave,Corona Del Mar,CA,92625,5250000,4,3.5,Corona del Mar South of PCH (CDMS),3100,3540,2006,2,1694,,Active,,,https://www.redfin.com/CA/Corona-del-Mar/320-Heliotrope-Ave-92625/home/17474008,CRMLS,OC26038961,N,Y,33.5975046,-117.8744709
MLS Listing,,Single Family Residential,8 Saint Tropez,Laguna Niguel,CA,92677,8995000,6,7.5,Laguna Sur (LS),6636,21600,1994,2,1355,276,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Laguna-Niguel/8-Saint-Tropez-92677/home/4940327,CRMLS,WS26042497,N,Y,33.5117357,-117.7385379
MLS Listing,,Townhouse,25851 Cordova,Laguna Hills,CA,92653,1199900,3,2.5,Bella Vista (BVI),2549,,1990,2,471,535,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Laguna-Hills/25851-Cordova-92653/home/5599578,CRMLS,OC26040531,N,Y,33.5798977,-117.6791077
MLS Listing,,Single Family Residential,27369 Paseo La Serna,San Juan Capistrano,CA,92675,1099000,3,2.0,Mesa Vista Townhomes (MVI),1692,1742,1989,2,650,730,Active,,,https://www.redfin.com/CA/San-Juan-Capistrano/27369-Paseo-La-Serna-92675/home/5454189,CRMLS,OC26042656,N,Y,33.4902289,-117.6538786
MLS Listing,,Condo/Co-op,23330 Dover,Yorba Linda,CA,92887,570000,2,2.5,Other (OTHR),1112,86702,1987,2,513,561,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Yorba-Linda/23330-Dover-Ln-92887/home/200680268,CRMLS,WS26039719,N,Y,33.8719402,-117.7260973
MLS Listing,,Condo/Co-op,1632 Doheny Way,Dana Point,CA,92629,1185000,1,1.0,Other (OTHR),901,,2018,2,1315,428,Pre On-Market,,,https://www.redfin.com/CA/Dana-Point/1632-Doheny-Way-92629/home/176995067,CRMLS,NP26042738,N,Y,33.4647901,-117.683876
MLS Listing,,Townhouse,8142 E Naples Ln,Anaheim,CA,92808,715000,2,2.5,Summit Renaissance (SMRN),994,,1996,2,719,467,Active,,,https://www.redfin.com/CA/Anaheim/8142-E-Naples-Ln-92808/home/5345863,CRMLS,PW26040815,N,Y,33.848521,-117.737521
MLS Listing,,Townhouse,285 Vista Dr #62,La Habra,CA,90631,887000,3,3.5,Other (OTHR),1585,,2024,2,560,340,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/La-Habra/285-Vista-Dr-90631/unit-62/home/200625111,CRMLS,PW26042506,N,Y,33.9179264,-117.9484423
MLS Listing,,Single Family Residential,730 S Quail,Anaheim,CA,92807,1534900,5,3.5,Feather Hill (FEAH),3205,9000,1977,2,479,100,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Anaheim/730-S-Quail-Cir-92807/home/4336580,CRMLS,PW26010140,N,Y,33.8436889,-117.7565711
MLS Listing,,Single Family Residential,3221 Kempton Dr,Los Alamitos,CA,90720,1300000,3,2.0,51 - Rossmoor,1598,7210,1958,2,814,,Active,February-28-2026 04:30 PM,February-28-2026 05:30 PM,https://www.redfin.com/CA/Los-Alamitos/3221-Kempton-Dr-90720/home/3370589,CRMLS,NDP2601847,N,Y,33.7856022,-118.0774134
MLS Listing,,Single Family Residential,44 Jarano St,Rancho Mission Viejo,CA,92694,1550000,4,3.5,Reverie (ESREV),2581,4189,2018,2,601,357,Active,February-28-2026 01:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Rancho-Mission-Viejo/44-Jarano-St-92694/home/167220455,CRMLS,OC26041487,N,Y,33.5556111,-117.5999006
MLS Listing,,Single Family Residential,34 Montgomery,Newport Beach,CA,92660,5999888,5,4.5,Lucera (BCYL),4464,7259,1999,2,1344,475,Pre On-Market,,,https://www.redfin.com/CA/Newport-Beach/34-Montgomery-92660/home/4727043,CRMLS,NP26041224,N,Y,33.6335491,-117.856006
MLS Listing,,Condo/Co-op,13740 El Dorado Dr Unit 26H,Seal Beach,CA,90740,379000,2,1.0,Leisure World (LW),750,,1960,2,505,619,Active,,,https://www.redfin.com/CA/Seal-Beach/13740-El-Dorado-Dr-90740/unit-26H/home/200317115,CRMLS,PW26024215,N,Y,33.7635898,-118.0892292
MLS Listing,,Single Family Residential,13731 Claremont St,Westminster,CA,92683,1449888,4,2.0,Sol Vista (SOLV),2100,6500,1964,2,690,,Active,February-28-2026 02:00 PM,February-28-2026 05:00 PM,https://www.redfin.com/CA/Westminster/13731-Claremont-St-92683/home/3908618,CRMLS,OC26041988,N,Y,33.7628283,-118.034643
MLS Listing,,Single Family Residential,26731 Carranza,Mission Viejo,CA,92691,1699980,3,2.0,MC - Mission Viejo Central,2114,8920,1972,2,804,28,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Mission-Viejo/26731-Carranza-Dr-92691/home/5041736,CRMLS,OC26040990,N,Y,33.60715,-117.6639023
MLS Listing,,Single Family Residential,30162 Silverado Cyn,Silverado,CA,92676,1149000,4,3.0,Silverado (SC),1615,14040,1943,2,711,,Active,March-1-2026 12:00 PM,March-1-2026 03:00 PM,https://www.redfin.com/CA/Silverado/30162-Silverado-Canyon-Rd-92676/home/3501777,CRMLS,OC26014148,N,Y,33.746066,-117.6044523
MLS Listing,,Condo/Co-op,75 Grenada St,Laguna Niguel,CA,92677,619990,2,2.0,Crystal Cay (LH) (CC),957,871,1984,2,648,662,Active,,,https://www.redfin.com/CA/Laguna-Niguel/75-Grenada-St-92677/home/185774931,CRMLS,OC26041436,N,Y,33.526718,-117.6832837
MLS Listing,,Single Family Residential,151 S Parker St,Orange,CA,92868,1599000,5,3.0,OTO - Old Towne Orange,1991,6325,1956,2,803,,Active,,,https://www.redfin.com/CA/Orange/151-S-Parker-St-92868/home/4425598,CRMLS,PW26033447,N,Y,33.7869321,-117.8594264
MLS Listing,,Condo/Co-op,308 E Whittier Blvd,La Habra,CA,90631,719990,3,3.0,Other (OTHR),1446,,2025,2,498,259,Active,March-7-2026 11:00 AM,March-7-2026 04:00 PM,https://www.redfin.com/CA/La-Habra/308-E-Whittier-Blvd-90631/home/200679291,CRMLS,OC26042657,N,Y,33.938748,-117.9435241
MLS Listing,,Single Family Residential,5174 Fox Hls,Buena Park,CA,90621,1700000,4,3.0,Los Coyotes Country Club Homes (LYCC),2590,13200,1957,2,656,,Active,,,https://www.redfin.com/CA/Buena-Park/5174-Fox-Hills-Ave-90621/home/4100468,CRMLS,RS26042089,N,Y,33.885693,-117.9887665
MLS Listing,,Single Family Residential,27172 Valleymont Rd,Lake Forest,CA,92630,1249000,4,3.0,Wind Rows (WR),1644,5187,1979,2,760,,Active,March-1-2026 11:00 AM,March-1-2026 02:00 PM,https://www.redfin.com/CA/Lake-Forest/27172-Valleymont-Rd-92630/home/5112634,CRMLS,OC26027661,N,Y,33.6539655,-117.6566689
MLS Listing,,Condo/Co-op,312 E Whittier Blvd,La Habra,CA,90631,759990,3,3.5,Other (OTHR),1705,,2025,2,446,259,Active,March-7-2026 11:00 AM,March-7-2026 04:00 PM,https://www.redfin.com/CA/La-Habra/312-E-Whittier-Blvd-90631/home/200679157,CRMLS,OC26042672,N,Y,33.9387476,-117.9434468
MLS Listing,,Single Family Residential,7802 Darwin Ave,Midway City,CA,92655,1069000,3,2.0,Other (OTHR),1297,7200,1956,2,824,,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Midway-City/7802-Darwin-Ave-92655/home/3718743,CRMLS,OC26038409,N,Y,33.7381097,-117.9928008
MLS Listing,,Condo/Co-op,2156 E Via Mariposa Unit H,Laguna Woods,CA,92637,339900,2,1.0,Other (OTHR),866,,1968,2,392,1000,Active,February-28-2026 01:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Laguna-Woods/2156-Via-Mariposa-E-92637/unit-H/home/21993715,CRMLS,OC26042521,N,Y,33.6159291,-117.7144742
MLS Listing,,Mobile/Manufactured Home,19361 Brookhurst,Huntington Beach,CA,92646,350000,3,2.0,Rancho huntington,1647,965756,2013,2,213,,Active,,,https://www.redfin.com/CA/Huntington-Beach/19361-Brookhurst-St-92646/home/58552094,CRMLS,OC26042674,N,Y,33.681298,-117.956257
MLS Listing,,Condo/Co-op,2960 Champion Way #709,Tustin,CA,92782,799888,2,2.0,Rancho Veracruz (RV),1047,90291,1992,2,764,435,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Tustin/2960-Champion-Way-92782/unit-709/home/5622196,CRMLS,TR26037629,N,Y,33.7393031,-117.7772481
MLS Listing,,Condo/Co-op,155 Zephyr Run,Tustin,CA,92782,1250000,3,3.5,TF - Tustin Field,1958,,2004,2,638,311,Pre On-Market,,,https://www.redfin.com/CA/Tustin/155-Zephyr-Run-92782/home/5981760,CRMLS,DW26042504,N,Y,33.7038136,-117.8004206
MLS Listing,,Mobile/Manufactured Home,23301 Ridge Route Dr #56,Laguna Hills,CA,92653,375000,3,2.0,Laguna Hills Estates,1876,,1987,2,200,,Pre On-Market,March-7-2026 01:00 PM,March-7-2026 04:00 PM,https://www.redfin.com/CA/Laguna-Hills/23301-Ridge-Route-Dr-92653/unit-56/home/5140919,CRMLS,OC26042583,N,Y,33.622887,-117.721341
MLS Listing,,Townhouse,522 S Brea,Brea,CA,92821,789000,3,2.0,86 - Brea,1580,121056,2007,2,499,417,Pre On-Market,,,https://www.redfin.com/CA/Brea/522-S-Brea-Blvd-92821/home/17470614,CRMLS,TR26042589,N,Y,33.912047,-117.902181
MLS Listing,,Townhouse,2 Lansdale Ct,Ladera Ranch,CA,92694,995000,4,3.0,Sycamore Grove (SYGV),1804,1000,2001,2,552,702,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Ladera-Ranch/2-Lansdale-Ct-92694/home/5839624,CRMLS,OC26041680,N,Y,33.5675702,-117.6418289
MLS Listing,,Single Family Residential,15 Gala Ct,Aliso Viejo,CA,92656,1550000,4,2.5,Promenade (PROM),1966,3400,2001,2,788,113,Active,February-28-2026 01:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Aliso-Viejo/15-Gala-Ct-92656/home/5815880,CRMLS,OC26032014,N,Y,33.5777176,-117.7324121
MLS Listing,,Single Family Residential,420 S Rolling Hls,Anaheim,CA,92807,1500000,5,3.0,Other (OTHR),3032,7931,1972,2,495,,Active,February-28-2026 12:00 PM,February-28-2026 04:00 PM,https://www.redfin.com/CA/Anaheim/420-S-Rolling-Hills-Pl-92807/home/4322926,CRMLS,PW26031643,N,Y,33.8444452,-117.8022966
MLS Listing,,Single Family Residential,2836 Portola,Costa Mesa,CA,92626,1499900,4,2.0,Mesa Del Mar (MDMA),1616,6975,1960,2,928,,Active,February-28-2026 12:00 PM,February-28-2026 03:00 PM,https://www.redfin.com/CA/Costa-Mesa/2836-Portola-Dr-92626/home/3708775,CRMLS,PW26042207,N,Y,33.6751653,-117.8911181
MLS Listing,,Multi-Family (2-4 Unit),2785 Solana,Laguna Beach,CA,92651,1999000,4,2.0,South Laguna Bluffs (SLB),1579,2178,1959,2,1266,,Active,,,https://www.redfin.com/CA/Laguna-Beach/2785-Solana-Way-92651/home/4933911,CRMLS,PW26042554,N,Y,33.521752,-117.7624
